CityEntityId;NomeIta;NomeEng;Hash;Lin;Time;Flags;Size;Road;Pop;Fel;BP;PF;PFB;FUR;TR;TRNE;Beni;BeniP;BeniS;BeniSp;BeniSpB;BeniB;BeniG;Mon;Mat;Med;Dia;GenAtk_A;GenDef_A;GenAtk_D;GenDef_D;CampiAtk_A;CampiDef_A;CampiAtk_D;CampiDef_D;SpedAtk_A;SpedDef_A;SpedAtk_D;SpedDef_D;IQAtk_A;IQDef_A;IQAtk_D;IQDef_D;IQmonB;IQmatB;IQmon;IQmat;IQBeni;IQTruppe;IQAzioni;IQCap;Ally;FSP;TPM;TPB;ADM;MOD;RIN;IMM;Fragments
W_MultiAge_FALL16A1;Fabbrica di succo;Cider Mill;P_MultiAge_FallBonus16-9e7dd1eea;;;19;2x3;1;-93;;;;;;;;;;;;;;;;33176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL16A10;Fabbrica di Succo Regale;Regal Cider Mill;5e108b46a;1;;19;3x3;1.5;-2280;;;30;;;;;;;;;;;;;;;;;;;;;;;;77;77;77;77;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL16A11;Fabbrica di Succo Suprema;Supreme Cider Mill;4bce3f726;1;;19;3x2;1;-2670;;;;;;;;;;;;;;;;49392;;;35;;;;;;;;77;77;77;77;;;;;;;;;;;;4000;;;;;;;;;
W_MultiAge_FALL16A2;Fabbrica di succo in fiore;Blooming Cider Mill;P_MultiAge_FallBonus17a-78d4149d2;;;19;3x3;1.5;-243;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL16A3;Fabbrica di succo fruttuosa;Fruitful Cider Mill;P_MultiAge_FallBonus17b-b2c0d868e;;;19;3x4;1.5;-463;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL16A4;Fabbrica di succo produttiva;Bountiful Cider Mill;P_MultiAge_FallBonus17c-554707819;;;19;3x5;1.5;-752;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL16A5;Fabbrica di succo prospera;Prosperous Cider Mill;P_MultiAge_FallBonus17d-6cd1f13f8;;;19;3x6;1.5;-1112;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL16A6;Fabbrica di succo fiorente;Flourishing Cider Mill;P_MultiAge_FallBonus17e-133e0cc64;1;;19;3x7;1.5;-1297;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL16A7;Fabbrica di Succo Vintage;Vintage Cider Mill;055e2386c;;;19;3x6;1.5;-1400;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL16A8;Fabbrica di Succo Patrimonio;Heritage Cider Mill;daa0098c3;1;;19;3x5;1.5;-1480;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL16A9;Fabbrica di succo Nobile;Noble Cider Mill;784df1cdb;1;;19;3x4;1.5;-1560;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;77;77;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL21A10;Raccolto delle Colture dorate;Golden Crops Harvest;9eebf5493;1;;19;6x4;2;80470;63930;;150;;;;;90;;;;;;100;431450;52800;;;102;102;102;102;;;;;;;;;;;;;;;;;;;;;M;;;;;1;;;
W_MultiAge_FALL21A11;Festa delle Colture dorate;Golden Crops Feast;6325fb544;1;;19;6x4;;90900;74570;;200;;;;;120;;;;;;200;539310;63360;;;122;122;122;122;;;;;;;;;;;;;;;;;;;;;M;;;;;2;;;
W_MultiAge_FALL21A12;Banchetto delle Colture dorate Asceso;Ascended Golden Crops Feast;7db9338f0;1;90;51;6x4;;90900;106330;;460;;;;;380;;;;;;300;647170;73920;;;322;322;322;322;;;;;;;;;25;25;25;25;;;;;;;200;8000;M;;;;;6;;;
W_MultiAge_FALL22A1;Frantoio per olio di semi di girasole - Liv. 1;Sunflower Oil Press - Lv. 1;R_MultiAge_FallBonus22a-1e65b4d17;;;19;6x4;2;13760;15300;;;;;;;;;;;;;;125000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL22A10;Frantoio per olio di semi di girasole vivace;Vibrant Sunflower Oil Press;R_MultiAge_FallBonus22j-9d149b5de;1;;19;6x4;2;24080;41740;;29;;;8;;82;;;;;;;284200;55630;;;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL22A11;Frantoio per Olio di semi di Girasole Incontaminato;Pristine Sunflower Oil Press;R_MultiAge_FallBonus22k-6070c9eeb;1;;19;6x4;2;28665;48680;;35;;;10;;100;;;;;;;340900;69540;;;110;112;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL22A2;Frantoio per olio di semi di girasole - Liv. 2;Sunflower Oil Press - Lv. 2;R_MultiAge_FallBonus22b-bf51c8a1f;;;19;6x4;2;14333;15990;;;;;;;;;;;;;;130900;15300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL22A3;Frantoio per olio di semi di girasole - Liv. 3;Sunflower Oil Press - Lv. 3;R_MultiAge_FallBonus22c-85f671725;;;19;6x4;2;14905;16680;;;;;;;1;;;;;;;136300;16680;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL22A4;Frantoio per olio di semi di girasole - Liv. 4;Sunflower Oil Press - Lv. 4;R_MultiAge_FallBonus22d-1b80ce0b1;;;19;6x4;2;15478;17370;;1;;;;;2;;;;;;;142200;18090;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL22A5;Frantoio per olio di semi di girasole - Liv. 5;Sunflower Oil Press - Lv. 5;R_MultiAge_FallBonus22e-3cc757294;;;19;6x4;2;16051;18090;;2;;;;;3;;;;;;;147600;19470;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL22A6;Frantoio per olio di semi di girasole - Liv. 6;Sunflower Oil Press - Lv. 6;R_MultiAge_FallBonus22f-fe4a3938a;;;19;6x4;2;16626;18780;;3;;;;;6;;;;;;;153500;20860;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL22A7;Frantoio per olio di semi di girasole - Liv. 7;Sunflower Oil Press - Lv. 7;R_MultiAge_FallBonus22g-18511195a;;;19;6x4;2;17199;19470;;4;;;;;12;;;;;;;159200;22240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL22A8;Frantoio per olio di semi di girasole - Liv. 8;Sunflower Oil Press - Lv. 8;R_MultiAge_FallBonus22h-0af4d390c;;;19;6x4;2;18347;20860;;8;;;;;12;;;;;;;170700;25030;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL22A9;Frantoio per olio di semi di girasole - Liv. 9;Sunflower Oil Press - Lv. 9;R_MultiAge_FallBonus22i-e7cc14dd2;1;;19;6x4;2;22932;27800;;12;;;3;;27;;;;;;;227400;41740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL23A1;Vigneto autunnale - Liv. 1;Autumn Vineyard - Lv. 1;47ab41771;;;23;3x7;1.5;4414;10950;;;;;;;;;;;;;;149300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL23A10;Vigneto autunnale rustico;Rustic Autumn Vineyard;22e00eaec;1;;23;3x7;1.5;18862;43820;6;23;;;;;80;;;;;;;328200;162300;;;36;;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;building_W_MultiAge_FALL23E1:2|building_W_MultiAge_FALL23F1:2|golden_upgrade_kit_FALL23A:5
W_MultiAge_FALL23A11;Vigneto autunnale vivace;Vibrant Autumn Vineyard;1d4a4c059;1;;23;3x7;1.5;20467;47450;10;25;;;;;90;;;;;;;348200;178000;;;42;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;building_W_MultiAge_FALL23E1:3|building_W_MultiAge_FALL23F1:3
W_MultiAge_FALL23A12;Vigneto Autunnale Maestoso;Majestic Autumn Vineyard;b8ad98287;1;;23;3x7;1.5;24560;56940;10;41;;;;;120;;;;;;;417840;213600;;;61;;61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;building_W_MultiAge_FALL23E1:5|building_W_MultiAge_FALL23E2:3|building_W_MultiAge_FALL23F1:5|building_W_MultiAge_FALL23F2:3
W_MultiAge_FALL23A2;Vigneto autunnale - Liv. 2;Autumn Vineyard - Lv. 2;f8a7be4d5;;;23;3x7;1.5;6020;14610;;;;;;;;;;;;;;169000;35700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL23A3;Vigneto autunnale - Liv. 3;Autumn Vineyard - Lv. 3;cfe4bdbc1;;;23;3x7;1.5;7626;18270;;;;;;;10;;;;;;;188800;51400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL23A4;Vigneto autunnale - Liv. 4;Autumn Vineyard - Lv. 4;4d3fbd839;;;23;3x7;1.5;9229;21900;;;;;;;20;;;;;;;208800;67400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL23A5;Vigneto autunnale - Liv. 5;Autumn Vineyard - Lv. 5;5f206fd5c;;;23;3x7;1.5;10835;25560;;2;;;;;30;;;;;;;228600;83100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL23A6;Vigneto autunnale - Liv. 6;Autumn Vineyard - Lv. 6;6a10c18b9;;;23;3x7;1.5;12441;29190;;6;;;;;40;;;;;;;248600;99100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL23A7;Vigneto autunnale - Liv. 7;Autumn Vineyard - Lv. 7;77ae9e1e1;;;23;3x7;1.5;14047;32870;;11;;;;;50;;;;;;;268600;114800;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL23A8;Vigneto autunnale - Liv. 8;Autumn Vineyard - Lv. 8;64152d315;;;23;3x7;1.5;15650;36530;;16;;;;;60;;;;;;;288400;130800;;;15;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL23A9;Vigneto autunnale - Liv. 9;Autumn Vineyard - Lv. 9;f99bd7441;1;;23;3x7;1.5;17256;40160;3;21;;;;;70;;;;;;;308400;146300;;;30;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;building_W_MultiAge_FALL23E1:1|building_W_MultiAge_FALL23F1:1|silver_upgrade_kit_FALL23A:5
W_MultiAge_FALL23B1;Festival della Pigiatura dell'uva - Liv. 1;Grape Stompin' Festival - Lv. 1;3fb3c3a23;1;;19;3x2;;;;;15;;;;;27;;;;;;;;;;;18;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;selection_kit_FALL23A:10|silver_upgrade_kit_FALL23A:10
W_MultiAge_FALL23B2;Festival della Pigiatura dell'uva - Liv. 2;Grape Stompin' Festival - Lv. 2;634c54b58;1;;19;3x2;;;;;21;;;;;33;;;;;;;;;;;30;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;golden_upgrade_kit_FALL23A:20|selection_kit_FALL23A:20|silver_upgrade_kit_FALL23A:20
W_MultiAge_FALL23C1;Zucca balzante;Jumpin' Pumpkin;e3ac9d323;1;;19;2x2;1;-22932;-27830;;;;;;;;;;;;;;;30160;;;13;;10;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL23C2;Zucca Balzante d'élite;Elite Jumpin' Pumpkin;429ee8fb1;1;;19;2x2;1;-26372;-32005;;;;;;;;;;;;;;;34684;;;15;;12;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL23D1;Giardino del sidro;Cider Garden;692a0cdc8;1;;19;2x2;;;;;5;;1.5;;1.5;;;;;;;;;;;;9;13;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL23D2;Giardino del Sidro Squisito;Exquisite Cider Garden;bfa7fa759;1;;19;2x2;;;;;6;;2;;2;;;;;;;;;;;;11;15;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL23E1;Trono di funghi;Shroom Throne;69008aed6;1;;19;1x1;0.5;;;;;;;;;7;;;;;;;;;;;3;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;building_W_MultiAge_FALL23C1:3
W_MultiAge_FALL23E2;Trono Reale di Funghi;Royal Shroom Throne;4f7de7950;1;;19;1x1;0.5;;;;;;;;;9;;;;;;;;;;;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;building_W_MultiAge_FALL23C2:3
W_MultiAge_FALL23F1;Albero di mele di Nonna Aurora;Granny Aurora's Apple Tree;4a109ea96;1;;19;1x1;0.5;;;;3;;;;;;;;;;;;;;;;;;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;building_W_MultiAge_FALL23D1:3
W_MultiAge_FALL23F2;Bocciolo di Mela di Nonna Aurora;Granny Aurora's Apple Blossom;c6dc6a16e;1;;19;1x1;0.5;;;;4;;;;;;;;;;;;;;;;;;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;building_W_MultiAge_FALL23D2:3
W_MultiAge_FALL24A1;Sala dello Scoiattolo del Raccolto - Lv. 1;Harvest Squirrel Hall - Lv. 1;bb9a68872;;;19;6x5;2.5;6820;13620;;;;;;;;;;;;;;175600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL24A10;Sala dello Scoiattolo Generoso;Bountiful Squirrel Hall;d857f311b;1;;19;6x5;2.5;39740;90800;2.4;76;;;;;110;;;;;;;702400;;;;;;111;101;;;;;;;;;;;;;;;;;;;;;;;;;8;3;;;golden_upgrade_kit_FALL24A:5
W_MultiAge_FALL24A11;Sala dello Scoiattolo Regale;Regal Squirrel Hall;b6c183255;1;;19;6x5;2.5;45420;102160;3.2;101;0.01;;;;140;;;;;;;819460;;;;;;131;121;;;;;;;;;;;;;;;;;;;;;;0.6;;4.5;10;7.5;3;;
W_MultiAge_FALL24A2;Sala dello Scoiattolo del Raccolto - Lv. 2;Harvest Squirrel Hall - Lv. 2;b1f89a7c2;;;19;6x5;2.5;7940;17020;;;;;;;5;;;;;;;169000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL24A3;Sala dello Scoiattolo del Raccolto - Lv. 3;Harvest Squirrel Hall - Lv. 3;54780d174;;;19;6x5;2.5;9660;22700;;;;;;;10;;;;;;;188800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL24A4;Sala dello Scoiattolo del Raccolto - Lv. 4;Harvest Squirrel Hall - Lv. 4;cc74ab89b;;;19;6x5;2.5;11360;28380;;;;;;;15;;;;;;;234140;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL24A5;Sala dello Scoiattolo del Raccolto - Lv. 5;Harvest Squirrel Hall - Lv. 5;8904e9e94;;;19;6x5;2.5;14200;34060;;;;;;;20;;;;;;;292660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL24A6;Sala dello Scoiattolo del Raccolto - Lv. 6;Harvest Squirrel Hall - Lv. 6;6a6898a1c;;;19;6x5;2.5;17040;39720;;11;;;;;25;;;;;;;351200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL24A7;Sala dello Scoiattolo del Raccolto - Lv. 7;Harvest Squirrel Hall - Lv. 7;625390ed4;;;19;6x5;2.5;22700;45400;;22;;;;;30;;;;;;;409740;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL24A8;Sala dello Scoiattolo del Raccolto - Lv. 8;Harvest Squirrel Hall - Lv. 8;8cb3a5e99;;;19;6x5;2.5;26120;56760;;36;;;;;35;;;;;;;468260;;;;;;14;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL24A9;Sala dello Scoiattolo del Raccolto - Lv. 9;Harvest Squirrel Hall - Lv. 9;e0bda6455;1;;19;6x5;2.5;34060;79460;2;51;;;;;80;;;;;;;585340;;;;;;91;81;;;;;;;;;;;;;;;;;;;;;;;;;6;2.4;;;silver_upgrade_kit_FALL24A:5
W_MultiAge_FALL24B1;Biblioteca Itinerante;Vagabond Library;5c91b946d;1;;19;3x2;;-11920;29790;1.5;;;;;;;;;;;;20;87800;;;;10;18;;;;;;;;;;;;;;;;;5000;;;;;;;;1.5;;;0.6;;;
W_MultiAge_FALL24B2;Biblioteca Itinerante Ascesa;Ascended Vagabond Library;4a83dc51a;1;10;51;3x2;;-11920;29790;2.4;;;;;;40;;;;;;;175600;;;;16;30;;;;;;;;;;;8;;;;0.02;;10000;;;;;;;;3;;;;10;;
W_MultiAge_FALL24C1;Hub del Raccolto;Harvest Hub;90c4dd6e7;1;;19;2x2;;-17040;39720;;;;;;;10;;;;;;;87800;;;;;;15;20;;;;;;;;;;;;;;;;3500;;;;;;;3;;;;;;
W_MultiAge_FALL24C2;Hub del Raccolto Asceso;Ascended Harvest Hub;048891cca;1;10;51;2x2;;-17040;39720;1.6;;;;;;20;;;;;;;175600;;;;;;31;31;;;;;;;;20;;;;;;0.02;;7000;;;;;;;3;;;;7.5;;
W_MultiAge_FALL24D1;Gala Fienile Bovino;Bovine Gala Barnhouse;7fedec1bc;1;;19;4x4;;45420;94700;;;;;5;;100;;;;;;;;184580;;;136;146;;;;;;;;;;;25;;;;;;;;;;;;;6;;;;13.5;10.5;;golden_upgrade_kit_FALL24A:5|selection_kit_FALL24A:30|silver_upgrade_kit_FALL24A:5
W_MultiAge_FALL25A1;Fattoria BrezzaMolino - Livello 1;Breezemill Homestead - Lv. 1;cacdf6b42;;;19;6x5;2.5;;5320;;6;;;;;;;;;;;;;;550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL25A10;Tenuta BrezzaMolino;Breezemill Acres;0bd00268b;1;;19;6x5;2.5;;95700;10;235;;;;;225;180;140;;;;;;;54690;;;;;;;;;562;507;;;;;;;;;;;;;;;;;;;;;;;;golden_upgrade_kit_FALL25A:5|selection_kit_FALL25EF:2
W_MultiAge_FALL25A11;Residenza BrezzaMolino;Breezemill Estate;ff935cdc8;1;;19;6x5;2.5;;106330;15;270;;;;;250;195;150;;;;;;;82030;;;;;;;;;652;557;;;;;;;;;;;;;;;;M;;;;;;;;selection_kit_FALL25EF:3
W_MultiAge_FALL25A2;Fattoria BrezzaMolino - Livello 2;Breezemill Homestead - Lv. 2;68ad3bee2;;;19;6x5;2.5;;10630;;11;;;;;;;;;;;;;;1090;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL25A3;Fattoria BrezzaMolino - Livello 3;Breezemill Homestead - Lv. 3;9cb78b187;;;19;6x5;2.5;;21270;;16;;;;;;;;;;;;;;1640;;;;;;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL25A4;Fattoria BrezzaMolino - Livello 4;Breezemill Homestead - Lv. 4;7e9254b7f;;;19;6x5;2.5;;31900;;21;;;;;;;;;;;;;;2190;;;;;;;;;55;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL25A5;Fattoria BrezzaMolino - Livello 5;Breezemill Homestead - Lv. 5;4b7ad9a7d;;;19;6x5;2.5;;42530;;26;;;;;;;;;;;;;;4370;;;;;;;;;116;25;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL25A6;Fattoria BrezzaMolino - Livello 6;Breezemill Homestead - Lv. 6;df4e65c21;;;19;6x5;2.5;;53160;;52;;;;;;;;;;;;;;6560;;;;;;;;;246;51;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL25A7;Fattoria BrezzaMolino - Livello 7;Breezemill Homestead - Lv. 7;308d6f449;;;19;6x5;2.5;;63800;1;78;;;;;;;;;;;;;;8750;;;;;;;;;316;151;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL25A8;Fattoria BrezzaMolino - Livello 8;Breezemill Homestead - Lv. 8;2cb59c47a;;;19;6x5;2.5;;74430;3;104;;;;;;;;;;;;;;10940;;;;;;;;;460;305;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL25A9;Fattoria BrezzaMolino - Livello 9;Breezemill Homestead - Lv. 9;e0e8d65d2;1;;19;6x5;2.5;;85060;5;185;;;;;175;150;120;;;;;;;27340;;;;;;;;;521;456;;;;;;;;;;;;;;;;;;;;;;;;selection_kit_FALL25EF:1|silver_upgrade_kit_FALL25A:5
W_MultiAge_FALL25B1;Campo di Sternbergia;Sternbergia Patch;b2fdcc702;1;;19;6x2;;;106330;;35;;;;;;;;;;;;;;;;;;;;;;;70;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL25C1;Campo di grano;Wheat Patch;ce0fd1147;1;;19;6x2;;;106330;;;;;;;50;;;;;;;;;;;;;;;;;;;80;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL25D1;Campo di Lavanda;Lavender Patch;5ce529ecc;1;;19;6x2;;;106330;;28;;;;;;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL25E1;Pergolato di Azalee;Azalea Arbor;b9bbca5cc;1;;19;2x2;;-12760;12760;;40;;;;;;;;;;;;;;2730;;;;;;;40;;;;;35;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL25E2;Pergolato di Azalee Asceso;Ascended Azalea Arbor;0d899065a;1;30;51;2x2;;-12760;12760;;90;;;;;;;;;;;;;;5470;;;;;;;100;;;;;70;;20;;;;0.04;;20000;;;5;;;;;;;;;;;
W_MultiAge_FALL25F1;Stagno Amberbill;Amberbill Pond;1e09d3523;1;;19;3x2;;-12760;12760;;;;;;;60;;;;;;;;158400;;;;;;;;;;60;;50;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL25F2;Stagno Amberbill Asceso;Ascended Amberbill Pond;4e3203212;1;30;51;3x2;;-12760;12760;;;;;;;130;;;;;;;;184800;;;;;;;;;;120;;120;;;;;20;;;0.04;;20000;20;;;;;;;;;;;;
W_MultiAge_FALL25G1;Labirinto di Maizespire;Maizespire Labyrinth;d6000b2f1;1;;19;5x5;;;;;250;;;;;150;150;150;;;;;;;;;;;;;175;175;175;175;175;175;175;175;20;20;20;20;;;;;;;;;;;;;;;;;golden_selection_kit_FALL25A:20
W_MultiAge_FALL26A1;Fermata Momiji - Liv. 1;Momiji Stop - Lv. 1;4c1b2281a;;;19;4x6;2;;;;19;;;;;25;12;;;;;;;;;;;;52;52;75;75;75;75;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL26A10;Terminal Momiji;Momiji Terminal;6984d377c;1;;19;4x6;2;;;20;360;;10;10;10.15;390;250;;;;;;;;;;;;242;242;293;293;293;293;;;;;;;;;;;;;;;;;M;;;;;;;;selection_kit_FALL26BC:3
W_MultiAge_FALL26A2;Fermata Momiji - Liv. 2;Momiji Stop - Lv. 2;W_MultiAge_FALL26A1-4c1b2281a;;;19;4x6;2;;;;42;;;;;60;36;;;;;;;;;;;;62;62;89;89;89;89;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL26A3;Fermata Momiji - Liv. 3;Momiji Stop - Lv. 3;W_MultiAge_FALL26A1-4c1b2281a;;;19;4x6;2;;;;65;;;;;95;60;;;;;;;;;;;;72;72;103;103;103;103;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL26A4;Fermata Momiji - Liv. 4;Momiji Stop - Lv. 4;W_MultiAge_FALL26A1-4c1b2281a;;;19;4x6;2;;;;88;;;;;130;84;;;;;;;;;;;;82;82;117;117;117;117;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL26A5;Fermata Momiji - Liv. 5;Momiji Stop - Lv. 5;0f3c962a4;;;19;4x6;2;;;;111;;0.75;0.8;1.05;165;108;;;;;;;;;;;;92;92;131;131;131;131;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL26A6;Fermata Momiji - Liv. 6;Momiji Stop - Lv. 6;W_MultiAge_FALL26A5-0f3c962a4;;;19;4x6;2;;;;134;;1.5;1.6;1.75;200;132;;;;;;;;;;;;102;102;145;145;145;145;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL26A7;Fermata Momiji - Liv. 7;Momiji Stop - Lv. 7;W_MultiAge_FALL26A5-0f3c962a4;;;19;4x6;2;;;;157;;2.25;2.4;2.45;235;156;;;;;;;;;;;;112;112;159;159;159;159;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL26A8;Fermata Momiji - Liv. 8;Momiji Stop - Lv. 8;7dc73bdd8;1;;19;4x6;2;;;10;180;;3;3.2;3.15;270;180;;;;;;;;;;;;122;122;173;173;173;173;;;;;;;;;;;;;;;;;;;;;;;;;selection_kit_FALL26BC:1|silver_upgrade_kit_FALL26A:5
W_MultiAge_FALL26A9;Stazione Momiji;Momiji Station;ed0a60d38;1;;19;4x6;2;;;15;260;;6;6;6.3;330;210;;;;;;;;;;;;172;172;223;223;223;223;;;;;;;;;;;;;;;;;;;;;;;;;golden_upgrade_kit_FALL26A:5|selection_kit_FALL26BC:2
W_MultiAge_FALL26B1;Dolcetto Koyo;Koyo Treat;d191d8895;1;;19;4x2;;-31900;;;90;;;;;;;;;;;;;158400;;;;;;;103;103;;;82;82;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL26B2;Delizia Koyo Ascesa;Ascended Koyo Treat;68a222745;1;30;51;4x2;;-31900;;;240;;;;;;;;;;;;;327370;;;;;;;223;223;;;192;192;;;25;25;25;25;0.04;;;;;5;;;;;;;;;;;
W_MultiAge_FALL26C1;Palco di Kinoko;Kinoko Stage;fac49523b;1;;19;2x3;;-37220;;;;;;;;55;;45;;;;;;;;;62;62;62;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W_MultiAge_FALL26C2;Palco Kinoko Asceso;Ascended Kinoko Stage;606f0bc93;1;30;51;2x3;;-37220;;;;;;;;170;;155;;;;;;;;;122;122;122;122;;;;;;;;;;;25;;;0.04;;;10;;;;;;;;;;;;
W_MultiAge_FALL26D1;Mizube Lodge;Mizube Lodge;60a077718;1;;19;6x4;;;;;450;;;;;400;270;;;;;;;;;;;;350;350;550;550;550;550;;;;;25;25;25;25;;;;;;;;;M;;;;3;;3;;golden_selection_kit_FALL26A:20
W_MultiAge_FALL26E1;Angolo del Ramen - Liv. 1;Ramen Nook - Lv. 1;c89dc128a;1;;19;4x4;;-79760;;;90;;;;;;;;;;;;;;;;180;180;;;190;190;;;;;;;;;;;;;;;;;;;M;2;;;;;;;
W_MultiAge_FALL26E2;Angolo del Ramen - Liv. 2;Ramen Nook - Lv. 2;3ed493352;1;;19;4x4;;-79760;;;150;;;;;;;;;;;;;;;;260;260;;;240;240;;;210;210;210;210;;;;;;;;;;;;;M;6;;;;;;;upgrade_kit_ascended_FALL21A:12
